window,alpha,folds,mse
2,0.0012484913627071772,64,4.111088823842238
2,0.0012484913627071772,64,4.111088823842238
2,0.0012484913627071772,64,4.111088823842238
2,0.0011702350250437908,64,4.111088905934196
2,0.0011702350250437908,64,4.111088905934196
2,0.0011702350250437908,64,4.111088905934196
2,0.0011702350250437908,64,4.111088905934196
2,0.0010968838509781778,64,4.111088982917911
2,0.0010968838509781778,64,4.111088982917911
2,0.0010968838509781778,64,4.111088982917911
2,0.001028130381323781,64,4.111089055109052
2,0.001028130381323781,64,4.111089055109052
2,0.001028130381323781,64,4.111089055109052
2,0.0009636864286572604,64,4.111089122804055
2,0.0009636864286572604,64,4.111089122804055
2,0.0009636864286572604,64,4.111089122804055
2,0.0009636864286572604,64,4.111089122804055
2,0.0009636864286572604,64,4.111089122804055
2,0.0009636864286572604,64,4.111089122804055
2,0.0009636864286572604,64,4.111089122804055
2,0.0009032818693504984,64,4.111089186281241
2,0.0009032818693504984,64,4.111089186281241
2,0.0008466635113189044,64,4.111089245801935
2,0.0008466635113189044,64,4.111089245801935
2,0.0008466635113189044,64,4.111089245801935
2,0.0008466635113189044,64,4.111089245801935
2,0.0008466635113189044,64,4.111089245801935
2,0.0007935940327400761,64,4.11108930161142
2,0.0007935940327400761,64,4.11108930161142
2,0.0007935940327400761,64,4.11108930161142
2,0.0007935940327400761,64,4.11108930161142
2,0.0007935940327400761,64,4.11108930161142
2,0.0007935940327400761,64,4.11108930161142
2,0.0007935940327400761,64,4.11108930161142
2,0.0007935940327400761,64,4.11108930161142
2,0.0007438509872943369,64,4.111089353939953
2,0.0007438509872943369,64,4.111089353939953
2,0.0007438509872943369,64,4.111089353939953
2,0.0007438509872943369,64,4.111089353939953
2,0.0007438509872943369,64,4.111089353939953
2,0.0007438509872943369,64,4.111089353939953
2,0.0007438509872943369,64,4.111089353939953
2,0.0006972258717575121,64,4.11108940300363
2,0.0006972258717575121,64,4.11108940300363
2,0.0006972258717575121,64,4.11108940300363
2,0.0006972258717575121,64,4.11108940300363
2,0.0006535232520376654,64,4.111089449005265
2,0.0006535232520376654,64,4.111089449005265
2,0.0006535232520376654,64,4.111089449005265
2,0.0006125599439924746,64,4.11108949213518
2,0.0006125599439924746,64,4.11108949213518
2,0.0006125599439924746,64,4.11108949213518
2,0.0006125599439924746,64,4.11108949213518
2,0.0006125599439924746,64,4.11108949213518
2,0.0006125599439924746,64,4.11108949213518
2,0.0006125599439924746,64,4.11108949213518
2,0.0005741642455935716,64,4.1110895325719525
2,0.0005741642455935716,64,4.1110895325719525
2,0.0005741642455935716,64,4.1110895325719525
2,0.0005741642455935716,64,4.1110895325719525
2,0.0005381752172193701,64,4.111089570483154
2,0.0005044420070596583,64,4.11108960602599
2,0.0005044420070596583,64,4.11108960602599
2,0.0005044420070596583,64,4.11108960602599
2,0.00047282321880431997,64,4.111089639347943
2,0.00047282321880431997,64,4.111089639347943
2,0.00047282321880431997,64,4.111089639347943
2,0.00047282321880431997,64,4.111089639347943
2,0.00047282321880431997,64,4.111089639347943
2,0.00047282321880431997,64,4.111089639347943
2,0.00047282321880431997,64,4.111089639347943
2,0.00047282321880431997,64,4.111089639347943
2,0.00047282321880431997,64,4.111089639347943
2,0.00047282321880431997,64,4.111089639347943
2,0.00044318631896577576,64,4.11108967058739
2,0.00044318631896577576,64,4.11108967058739
2,0.00041540708135088687,64,4.111089699874115
